Tag,Year,Title,Details,Size,City,State,City_State,Latitude,Longitude
Strike,1994,"General Motors Corp., Technical Center","United Automobile Workers, 17,500 days","3,500",Warren,MI,Warren_MI,42.4934,-83.027
Strike,1994,Connecticut Construction Contractors,"International Brotherhood of Teamsters, 60,000 days","6,000",Hartford,CT,Hartford_CT,41.7661,-72.6834
Strike,1994,"Caterpillar, Inc.","United Automobile Workers, 14,000 days","2,000",Aurora,IL,Aurora_IL,41.7637,-88.2901
Strike,1994,Monon Corp.,"United Brotherhood of Carpenters, 38,000 days","2,000",Monon,IN,Monon_IN,40.8642,-86.8786
Strike,1994,Long Island Rail Road,"United Transportation Union, 5,400 days","5,400",Farmingdale,NY,Farmingdale_NY,40.7328,-73.4465
Strike,1994,"Caterpillar, Inc.","United Automobile Workers, 4,063,000 days","14,000",Deerfield,IL,Deerfield_IL,42.1654,-87.8516
Strike,1994,"Caterpillar, Inc.","United Automobile Workers, 4,063,000 days","14,000",Grand Rapids,MI,Grand Rapids_MI,42.962,-85.6562
Strike,1994,"Caterpillar, Inc.","United Automobile Workers, 4,063,000 days","14,000",Houston,PA,Houston_PA,40.2494,-80.211
Strike,1994,"Caterpillar, Inc.","United Automobile Workers, 4,063,000 days","14,000",Denver,CO,Denver_CO,39.7621,-104.8759
Strike,1994,General Dynamics,"United Automobile Workers, 48,000 days","2,000",Red Lion,PA,Red Lion_PA,39.8986,-76.6078
Strike,1994,General Dynamics,"United Automobile Workers, 48,000 days","2,000",Lima,OH,Lima_OH,40.741,-84.1121
Strike,1994,General Dynamics,"United Automobile Workers, 48,000 days","2,000",Sterling Heights,MI,Sterling Heights_MI,42.5809,-83.0305
Strike,1994,Dunlop Tire Company,"United Rubber Workers, 134,000 days","2,000",Madison,AL,Madison_AL,34.7114,-86.7626
Strike,1994,Bridgestone/Firestone Inc.,"United Rubber Workers, 806,400 days","4,200",Akron,OH,Akron_OH,41.0798,-81.5219
Strike,1994,Bridgestone/Firestone Inc.,"United Rubber Workers, 806,400 days","4,200",Indianapolis,IN,Indianapolis_IN,39.7771,-86.1458
Strike,1994,Bridgestone/Firestone Inc.,"United Rubber Workers, 806,400 days","4,200",Bloomington,IL,Bloomington_IL,40.4757,-88.9703
Strike,1994,Bridgestone/Firestone Inc.,"United Rubber Workers, 806,400 days","4,200",Oklahoma City,OK,Oklahoma City_OK,35.4676,-97.5136
Strike,1994,Bridgestone/Firestone Inc.,"United Rubber Workers, 806,400 days","4,200",Des Moines,IA,Des Moines_IA,41.5725,-93.6105
Strike,1994,Soo Line Railroad,"United Transportation Union, 87,900 days; Across several states","3,500",Minneapolis,MN,Minneapolis_MN,44.9635,-93.2678
Strike,1994,Pirelli Armstrong Tire Corp.,"United Rubber Workers, 184,000 days","1,700",Hanford,CA,Hanford_CA,36.3274,-119.6549
Strike,1994,Pirelli Armstrong Tire Corp.,"United Rubber Workers, 184,000 days","1,700",Des Moines,IA,Des Moines_IA,41.5725,-93.6105
Strike,1994,Pirelli Armstrong Tire Corp.,"United Rubber Workers, 184,000 days","1,700",Goodlettsville,TN,Goodlettsville_TN,36.3327,-86.7029
Strike,1994,Los Angeles Metropolitan Transportation Authority,"Amalgamated Transit Union, 50,400 days","7,200",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,1994,Chicago Automotive Trade Association,"International Association of Machinists, 21,000 days","3,000",Chicago,IL,Chicago_IL,41.8373,-87.6862
Strike,1994,Food Employers Inc.,"United Food and Commercial Workers, 413,000 days","7,000",Portland,OR,Portland_OR,45.5372,-122.65
Strike,1994,Food Employers Inc.,"United Food and Commercial Workers, 413,000 days","7,000",Vancouver,WA,Vancouver_WA,45.6366,-122.5967
Strike,1994,"General Motors Corp., Inland Fisher Guide Plant","United Automobile Workers, 63,300 days","46,400",Anderson,IN,Anderson_IN,40.0891,-85.6893
Strike,1994,Ann Arbor Board of Education,"National Education Association, 9,900 days","1,100",Ann Arbor,MI,Ann Arbor_MI,42.2755,-83.7312
Strike,1994,Eagle Electric Manufacturing Company,"United Automobile Workers, 12,100 days","1,100",Queens,NY,Queens_NY,40.7498,-73.7976
Strike,1994,"General Electric Corp., Industrial and Power Systems","International Union of Electronic, Electrical, Salaried, Machine and Furniture Workers, 4,000 days","4,000",Schenectady,NY,Schenectady_NY,42.8025,-73.9276
Strike,1994,Livonia Board of Education,"National Education Association, 3,000 days","1,000",Livonia,MI,Livonia_MI,42.3972,-83.3733
Strike,1994,SNE Corp.,"United Brotherhood of Carpenters, 6,000 days","1,000",Mosinee,WI,Mosinee_WI,44.7874,-89.6839
Strike,1994,Federal Way Board of Education,"National Education Association, 6,000 days","1,000",Federal Way,WA,Federal Way_WA,47.3091,-122.3358
Strike,1994,Alameda County,"Service Employees International Union, 1,200 days","1,200",Alameda,CA,Alameda_CA,37.767,-122.2672
Strike,1994,Philips Display Components Company,"International Brotherhood of Electrical Workers, 7,500 days","1,500",Findlay,OH,Findlay_OH,41.0467,-83.6379
Strike,1994,"General Motors Corp., Buick City facility","United Automobile Workers, 74,000 days","22,300",Flint,MI,Flint_MI,43.0235,-83.6922
Strike,1994,Legal Aid Society,"Association of Legal Aid Attorneys, 2,200 days","1,100",New York,NY,New York_NY,40.6943,-73.9249
Strike,1994,North American Rayon Company,"Amalgamated Clothing and Textile Workers Union, 41,000 days","1,000",Elizabethton,TN,Elizabethton_TN,36.3367,-82.2369
Strike,1994,Denver Public Schools,"Denver Classroom Teachers Association, 12,000 days","3,000",Denver,CO,Denver_CO,39.7621,-104.8759
Strike,1994,Anchorage School District,"National Education Association, 8,700 days","2,900",Anchorage,AK,Anchorage_AK,61.1508,-149.1091
Strike,1994,San Francisco Newspapers,"Conference of Newspaper Unions, 20,800 days","2,600",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,1995,General Motors Corp.,"United Automobile Workers, 64,500 days","37,700",Flint,MI,Flint_MI,43.0235,-83.6922
Strike,1995,Kaiser Aluminum and Chemical Corp.,"United Steelworkers, 18,000 days","3,000",Spokane,WA,Spokane_WA,47.6671,-117.433
Strike,1995,Kaiser Aluminum and Chemical Corp.,"United Steelworkers, 18,000 days","3,000",Heath,OH,Heath_OH,40.0241,-82.4412
Strike,1995,Kaiser Aluminum and Chemical Corp.,"United Steelworkers, 18,000 days","3,000",Baton Rouge,LA,Baton Rouge_LA,30.4418,-91.131
Strike,1995,Group Health Cooperative of Puget Sound,"Service Employees International Union, 1,200 days","1,200",Seattle,WA,Seattle_WA,47.6211,-122.3244
Strike,1995,Southeastern Pennsylvania Transportation Authority,"Transport Workers Union, 52,000 days","5,200",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,1995,Chrysler Corp.,"United Automobile Workers, 5,700 days","5,700",Kokomo,IN,Kokomo_IN,40.464,-86.1277
Strike,1995,"General Motors Corp, Pontiac East Truck Plant","United Automobile Workers, 22,000 days","5,500",Pontiac,MI,Pontiac_MI,42.6493,-83.2878
Strike,1995,Construction industry,"No formal union, 108,000 days","3,000",Santa Ana,CA,Santa Ana_CA,33.7366,-117.8819
Strike,1995,"Retail grocery chains - Safeway, Lucky Stores, Save Mart","United Food and Commercial Workers, 192,000 days","32,000",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,1995,"University of California, Los Angeles","Student Association. of Graduate Employees at UCLA, 6,000 days","3,000",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,1995,Oregon State,"Service Employees International Union, 50,000 days","14,000",Portland,OR,Portland_OR,45.5372,-122.65
Strike,1995,Washington Gas Light Company,"Gas workers, 77,000 days","1,100",Washington,DC,Washington_DC,38.9047,-77.0163
Strike,1995,Pepsi Cola Bottling Company,"International Brotherhood of Teamsters, 3,000 days","1,000",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,1995,New Jersey Turnpike Authority,"International Federation of Professional and Technical Engineers, 3,200 days","1,600",Newark,NJ,Newark_NJ,40.7245,-74.1725
Strike,1995,Detroit Newspapers,"International Brotherhood of Teamsters and other Metropolitan Council of Newspaper Unions, 1,012,500 days","2,500",Detroit,MI,Detroit_MI,42.3834,-83.1024
Strike,1995,Chrysler Corp.,"United Automobile Workers, 3,900 days","3,900",Fort Dodge,IA,Fort Dodge_IA,42.5098,-94.1751
Strike,1995,Pacific Maritime Association,"International Longshore and Warehouse Union, 7,500 days","7,500",Seattle,WA,Seattle_WA,47.6211,-122.3244
Strike,1995,Pacific Maritime Association,"International Longshore and Warehouse Union, 7,500 days","7,500",Portland,OR,Portland_OR,45.5372,-122.65
Strike,1995,Pacific Maritime Association,"International Longshore and Warehouse Union, 7,500 days","7,500",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,1995,CSX Corp.,"Brotherhood of Maintenance of Way Employees, 1,200 days; Across several states","1,200",Jacksonville,FL,Jacksonville_FL,30.3322,-81.6749
Strike,1995,Bell Atlantic Corp.,"Communications Workers of America, 2,000 days; Across several states","2,000",New York,NY,New York_NY,40.6943,-73.9249
Strike,1995,"WCI Steel, Inc.","United Steelworkers, 68,000 days","1,700",Warren,OH,Warren_OH,41.239,-80.8174
Strike,1995,Providence Public Schools,"American Federation of Teachers, 12,800 days","1,600",Providence,RI,Providence_RI,41.823,-71.4187
Strike,1995,Ryder Systems Inc.,"International Brotherhood of Teamsters, 110,000 days; Across several states","5,000",Miami,FL,Miami_FL,25.7839,-80.2102
Strike,1995,Oregon Health and Sciences University,"American Federation of State, County, and Municipal Employees, 12,800 days","3,200",Portland,OR,Portland_OR,45.5372,-122.65
Strike,1995,Amana Refrigeration Inc.,"International Association of Machinists, 8,000 days","2,000",Cedar Rapids,IA,Cedar Rapids_IA,41.9665,-91.6782
Strike,1995,Inter City Products,"International Brotherhood of Boilermakers, 22,000 days","2,000",Lewisburg,TN,Lewisburg_TN,35.4494,-86.7897
Strike,1995,Boeing Company,"International Association of Machinists, 1,551,000 days","33,000",Gresham,OR,Gresham_OR,45.5023,-122.4413
Strike,1995,Boeing Company,"International Association of Machinists, 1,551,000 days","33,000",Kansas City,KS,Kansas City_KS,39.1234,-94.7443
Strike,1995,Boeing Company,"International Association of Machinists, 1,551,000 days","33,000",Seattle,WA,Seattle_WA,47.6211,-122.3244
Strike,1995,Metropolitan Council/Metro Transit,"Amalgamated Transit Union, 38,000 days","2,000",Minneapolis,MN,Minneapolis_MN,44.9635,-93.2678
Strike,1995,Amphenol Corp.,"International Association of Machinists, 5,000 days","1,000",Oneonta,NY,Oneonta_NY,42.4551,-75.0666
Strike,1995,General Electric Corp.,"United Electrical Workers, 9,600 days","3,200",Erie,PA,Erie_PA,42.1168,-80.0733
Strike,1995,"Chrysler Corp., McGraw Glass Division","United Automobile Workers, 3,000 days","1,000",Detroit,MI,Detroit_MI,42.3834,-83.1024
Strike,1995,Oakland Unified School District,"Oakland Education Association, 7,000 days","3,500",Oakland,CA,Oakland_CA,37.7903,-122.2165
Strike,1996,Commercial Building Realty Advisory Board,"Service Employees International Union, 630,000 days","30,000",New York,NY,New York_NY,40.6943,-73.9249
Strike,1996,Trailmobile Manufacturing Company,"United Paperworkers International Union, 127,600 days","1,100",Charleston,IL,Charleston_IL,39.4842,-88.1781
Strike,1996,Oakland Public Schools,"Oakland Education Association, 3,500 days","3,500",Oakland,CA,Oakland_CA,37.7903,-122.2165
Strike,1996,San Diego Public Schools,"San Diego Teachers Association, 30,000 days","5,000",San Diego,CA,San Diego_CA,32.8312,-117.1225
Strike,1996,Los Angeles and Long Beach Ports,"International Longshore and Warehouse Union, 3,000 days","3,000",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,1996,Yale University,"Hotel Employees and Restaurant Employees, 22,800 days","1,200",New Haven,CT,New Haven_CT,41.3112,-72.9246
Strike,1996,Ingalls Shipbuilding Inc.,"Metal Trades Council, 14,200 days","7,600",Pascagoula,MS,Pascagoula_MS,30.3665,-88.5507
Strike,1996,Oakland Unified School District,"Oakland Education Association, 84,000 days","3,500",Oakland,CA,Oakland_CA,37.7903,-122.2165
Strike,1996,Chrysler Corp.,"United Automobile Workers, 1,800 days","1,800",Warren,MI,Warren_MI,42.4934,-83.027
Strike,1996,Nursing home industry,"Service Employees International Union, 1,000 days; Statewide","1,000",Huntington,WV,Huntington_WV,38.4109,-82.4344
Strike,1996,General Motors Corp.,"United Automobile Workers, 1,260,000 days","136,000",Dayton,OH,Dayton_OH,39.7797,-84.1998
Strike,1996,Yale University,"Hotel Employees and Restaurant Employees, 22,000 days","1,100",New Haven,CT,New Haven_CT,41.3112,-72.9246
Strike,1996,Beverly Enterprises,"Service Employees International Union, 3,600 days; Across several states","1,200",Fort Smith,AR,Fort Smith_AR,35.3493,-94.3695
Strike,1996,Maryland Heavy-Highway Contractors Association,"International Union of Operating Engineers, 2,000 days","1,000",Baltimore,MD,Baltimore_MD,39.3051,-76.6144
Strike,1996,General Motors Corp.,"United Automobile Workers, 3,000 days","1,500",Lordstown,OH,Lordstown_OH,41.1684,-80.859
Strike,1996,Crown Cork and Seal Company,"International Association of Machinists, 35,000 days","1,000",Olympia,WA,Olympia_WA,47.0417,-122.8959
Strike,1996,Crown Cork and Seal Company,"International Association of Machinists, 35,000 days","1,000",Omaha,NE,Omaha_NE,41.2627,-96.0522
Strike,1996,Crown Cork and Seal Company,"International Association of Machinists, 35,000 days","1,000",Portland,OR,Portland_OR,45.5372,-122.65
Strike,1996,Crown Cork and Seal Company,"International Association of Machinists, 35,000 days","1,000",Pocatello,ID,Pocatello_ID,42.8724,-112.4646
Strike,1996,Crown Cork and Seal Company,"International Association of Machinists, 35,000 days","1,000",Baltimore,MD,Baltimore_MD,39.3051,-76.6144
Strike,1996,Crown Cork and Seal Company,"International Association of Machinists, 35,000 days","1,000",La Crosse,WI,La Crosse_WI,43.824,-91.2268
Strike,1996,Grocery industry-- Safeway and King Soopers,"United Food and Commercial Workers, 372,000 days","12,000",Landover,MD,Landover_MD,38.9241,-76.8875
Strike,1996,"NBC Merchants, Inc.","Union of Needletrades, Industrial and Textile Employees, 13,000 days","1,300",Evansville,IN,Evansville_IN,37.9881,-87.5341
Strike,1996,Northern Illinois Mason Employers Council,"International Union of Bricklayers and Allied Craftworkers, 52,000 days","6,500",New Berlin,WI,New Berlin_WI,42.9726,-88.1291
Strike,1996,Bay Area cleaning companies,"Service Employees International Union, 107,800 days","4,900",Santa Clara,CA,Santa Clara_CA,37.3645,-121.968
Strike,1996,McDonnell Douglas Aerospace,"International Association of Machinists, 482,400 days","6,700",St. Louis,MO,St. Louis_MO,38.6358,-90.2451
Strike,1996,Compton Public Schools,"Compton Teachers Association, 1,100 days","1,100",Compton,CA,Compton_CA,33.893,-118.2275
Strike,1996,League of Voluntary Hospitals,"Service Employees International Union, 272,600 days","5,800",New York,NY,New York_NY,40.6943,-73.9249
Strike,1996,Contra Costa County Public Schools District,"California Nurses Association, American Federation of State, County, and Municipal Employees, Service Employees International Union, Appraisers Association of America, 4,100 days","4,100",Berkeley,CA,Berkeley_CA,37.8723,-122.276
Strike,1996,National Steel and Shipbuilding Company,"Bridge, Structural, Ornamental and Iron Workers, International Association of Machinists, International Brotherhood of Teamsters, International Brotherhood of Electrical Workers, International Union of Painters and Allied Trades, United Brotherhood of Carpenters, and International Union of Operating Engineers, 49,100 days","2,500",San Diego,CA,San Diego_CA,32.8312,-117.1225
Strike,1996,Pemco Aeroplex Inc.,"United Automobile Workers, 183,700 days","1,100",Birmingham,AL,Birmingham_AL,33.5277,-86.7987
Strike,1996,East St. Louis School District,"American Federation of Teachers, 10,800 days","1,200",East St. Louis,IL,East St. Louis_IL,38.6156,-90.1304
Strike,1996,Aluminum Company of America,"United Automobile Workers, 22,100 days","1,300",Cleveland,OH,Cleveland_OH,41.4767,-81.6804
Strike,1996,Boise Cascade Corp.,"Southern Council of Industrial Workers, 45,600 days; Across several states","3,800",Boise,ID,Boise_ID,43.6007,-116.2312
Strike,1996,Wheeling Pittsburgh Steel Corp.,"United Steelworkers, 1,142,400 days; Across several states","4,800",Wheeling,WV,Wheeling_WV,40.0752,-80.6951
Strike,1996,Holt Cargo Systems Inc.,"International Longshoremen's Association, 15,600 days","1,200",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,1996,Kennecott Utah Copper Corp.,", 5,100 days","1,700",Salt Lake City,UT,Salt Lake City_UT,40.7777,-111.9306
Strike,1996,General Motors Corp.,"United Automobile Workers, 8,100 days","2,700",Indianapolis,IN,Indianapolis_IN,39.7771,-86.1458
Strike,1996,General Motors Corp.,"United Automobile Workers, 30,600 days","5,100",Janesville,WI,Janesville_WI,42.6855,-89.0136
Strike,1996,Elevator Industry,"International Brotherhood of Electrical Workers, 120,000 days","1,500",Queens,NY,Queens_NY,40.7498,-73.7976
Strike,1996,IBP Inc.,"United Food and Commercial Workers, 23,400 days","1,800",East Moline,IL,East Moline_IL,41.5199,-90.3879
Strike,1996,Giant Food Inc.,"International Brotherhood of Teamsters, 41,100 days","2,100",Landover,MD,Landover_MD,38.9241,-76.8875
Strike,1997,General Motors Corp.,"International Union of Electronic, Electrical, Salaried, Machine and Furniture Workers, 8,600 days","4,300",Moraine,OH,Moraine_OH,39.6983,-84.2459
Strike,1997,General Motors Corp.,"United Automobile Workers, 27,000 days","2,700",Fort Wayne,IN,Fort Wayne_IN,41.0886,-85.1437
Strike,1997,General Motors Corp.,"United Automobile Workers, 126,000 days","3,500",Oklahoma City,OK,Oklahoma City_OK,35.4676,-97.5136
Strike,1997,Chrysler Corp.,"United Automobile Workers, 306,800 days","15,100",Warren,MI,Warren_MI,42.4934,-83.027
Strike,1997,Chrysler Corp.,"United Automobile Workers, 306,800 days","15,100",St. Louis,MO,St. Louis_MO,38.6358,-90.2451
Strike,1997,Chrysler Corp.,"United Automobile Workers, 306,800 days","15,100",Toledo,OH,Toledo_OH,41.6639,-83.5822
Strike,1997,Kaiser Permanente,"California Nurses Association, 17,000 days","17,000",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,1997,Goodyear Tire and Rubber Company,"United Steelworkers, 168,000 days; Across several states","12,000",Akron,OH,Akron_OH,41.0798,-81.5219
Strike,1997,Goodyear/Kelly-Springfield Tire Company,"United Steelworkers, 29,900 days","2,300",Columbia,SC,Columbia_SC,34.0376,-80.9037
Strike,1997,General Motors Corp.,"United Automobile Workers, 359,900 days","5,900",Pontiac,MI,Pontiac_MI,42.6493,-83.2878
Strike,1997,Carrier Air Conditioning Company,"Sheet Metal Workers, 33,800 days","1,300",McMinnville,TN,McMinnville_TN,35.6863,-85.7812
Strike,1997,Construction Employers Association,"Laborers International Union of North America, 14,000 days","2,000",Cleveland,OH,Cleveland_OH,41.4767,-81.6804
Strike,1997,General Building Contractors Association,"United Brotherhood of Carpenters, 13,000 days","1,000",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,1997,Interior Finish Contractors Association of Delaware Valley,"United Brotherhood of Carpenters, 15,000 days","3,000",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,1997,"General Motors Corp., Delphi Packard Electric Division","International Union of Electronic, Electrical, Salaried, Machine and Furniture Workers, 16,000 days","8,000",Warren,OH,Warren_OH,41.239,-80.8174
Strike,1997,Blue Cross Blue Shield of New Jersey,"Office and Professional Employees International Union, 6,400 days","1,600",Newark,NJ,Newark_NJ,40.7245,-74.1725
Strike,1997,Kaiser Permanente,"California Nurses Association, 21,000 days","10,500",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,1997,General Motors Corp.,"United Automobile Workers, 25,200 days","14,100",Warren,MI,Warren_MI,42.4934,-83.027
Strike,1997,Shaw's Supermarkets Inc.,"United Food and Commercial Workers, 18,600 days","6,200",Bridgewater,MA,Bridgewater_MA,41.9728,-70.9749
Strike,1997,Shaw's Supermarkets Inc.,"United Food and Commercial Workers, 18,600 days","6,200",Cranston,RI,Cranston_RI,41.7658,-71.4857
Strike,1997,United Parcel Service,"International Brotherhood of Teamsters, 2,032,500 days; Across several states","180,000",Atlanta,GA,Atlanta_GA,33.7627,-84.4224
Strike,1997,State of Ohio,"Service Employees International Union, 4,500 days; Statewide","4,500",Columbus,OH,Columbus_OH,39.9862,-82.985
Strike,1997,Kaiser Permanente,"Service Employees International Union, 48,000 days","2,000",Hillsboro,OR,Hillsboro_OR,45.5272,-122.9361
Strike,1997,Kaiser Permanente,"Service Employees International Union, 48,000 days","2,000",Renton,WA,Renton_WA,47.4784,-122.1919
Strike,1997,Painting and Decorating Contractors Association,"International Union of Painters and Allied Trades, 28,600 days","2,200",St. Louis,MO,St. Louis_MO,38.6358,-90.2451
Strike,1997,Bay Area Rapid Transit,"Amalgamated Transit Union, American Federation of State, County, and Municipal Employees, and Service Employees International Union, 13,000 days","2,600",San Francisco,CA,San Francisco_CA,37.7562,-122.443
Strike,1997,Kaiser Permanente,"California Nurses Association, 40,600 days","20,300",Oakland,CA,Oakland_CA,37.7903,-122.2165
Strike,1997,Vickers Inc.,"United Paperworkers International Union, 2,000 days","1,000",Omaha,NE,Omaha_NE,41.2627,-96.0522
Strike,1997,Los Angeles County,"Service Employees International Union, 6,600 days","2,200",Los Angeles,CA,Los Angeles_CA,34.1139,-118.4068
Strike,1997,Colorado Fuel and Iron Company,"United Steelworkers, 59,000 days","1,000",Pueblo,CO,Pueblo_CO,38.2705,-104.6112
Strike,1997,Foster Farms Poultry,"United Food and Commercial Workers, 26,400 days","2,200",Livingston,CA,Livingston_CA,37.3875,-120.7248
Strike,1997,Uniroyal Goodrich Tire Company,"United Steelworkers, 51,600 days","1,200",Woodburn,IN,Woodburn_IN,41.1287,-84.8501
Strike,1997,Kaiser Permanente,"California Nurses Association, 8,900 days","8,900",Oakland,CA,Oakland_CA,37.7903,-122.2165
Strike,1998,Kaiser Permanente,"California Nurses Association, 16,000 days","8,000",Oakland,CA,Oakland_CA,37.7903,-122.2165
Strike,1998,Honeywell Inc.,"International Brotherhood of Teamsters, 26,000 days","2,600",Minneapolis,MN,Minneapolis_MN,44.9635,-93.2678
Strike,1998,Trane Company,"United Automobile Workers, 22,000 days","1,100",Lexington,KY,Lexington_KY,38.0423,-84.4587
Strike,1998,Kaiser Permanente,"California Nurses Association, 7,100 days","7,100",Oakland,CA,Oakland_CA,37.7903,-122.2165
Strike,1998,Community College of Philadelphia,"American Federation of Teachers, 5,000 days","1,000",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,1998,Construction companies,"United Brotherhood of Carpenters, 16,200 days","1,800",Sioux City,IA,Sioux City_IA,42.4959,-96.3901
Strike,1998,"Wheland Foundry, Division of North American Royalties","United Steelworkers, 44,200 days","1,300",Chattanooga,TN,Chattanooga_TN,35.0657,-85.2488
Strike,1998,Peterbilt Motors Company,"United Automobile Workers, 170,400 days","1,200",Nashville,TN,Nashville_TN,36.1715,-86.7843
Strike,1998,"Quad City Builders Association, Inc.","United Brotherhood of Carpenters, 9,000 days","1,800",Rock Island,IL,Rock Island_IL,41.4699,-90.5827
Strike,1998,Associated General Contractors; Great Lakes Fabricators and Erectors Association,"Bridge, Structural, Ornamental and Iron Workers, 2,500 days","2,500",Detroit,MI,Detroit_MI,42.3834,-83.1024
Strike,1998,Southeastern Pennsylvania Transportation Authority,"Amalgamated Transit Union, 121,800 days","4,200",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,1998,Michigan Road Builders Association,"International Union of Operating Engineers, 8,000 days; Statewide","4,000",Bloomfield Hills,MI,Bloomfield Hills_MI,42.578,-83.2456
Strike,1998,General Motors Corp.,"United Automobile Workers, 3,313,000 days; Across several states","152,200",Detroit,MI,Detroit_MI,42.3834,-83.1024
Strike,1998,Tecumseh Products Company,"International Association of Machinists, 21,600 days","1,800",New Holstein,WI,New Holstein_WI,43.9491,-88.0942
Strike,1998,Lucent Technologies Inc.,"International Brotherhood of Electrical Workers, 32,500 days","2,500",Columbus,OH,Columbus_OH,39.9862,-82.985
Strike,1998,BeefAmerica,"United Food and Commercial Workers, 14,400 days","1,200",Norfolk,NE,Norfolk_NE,42.0327,-97.4208
Strike,1998,Bell Atlantic Corp.,"Communications Workers of America, 146,000 days; Across several states","73,000",New York,NY,New York_NY,40.6943,-73.9249
Strike,1998,Trinity Industries Inc.,"United Automobile Workers, 1,700 days","1,700",Greenville,PA,Greenville_PA,41.4052,-80.3837
Strike,1998,Consolidated Rail Company,"Brotherhood of Maintenance of Way Employees, 23,500 days; Across several states","23,500",Philadelphia,PA,Philadelphia_PA,40.0077,-75.1339
Strike,1998,US West Corp.,"Communications Workers of America, 340,000 days; Across several states","34,000",Denver,CO,Denver_CO,39.7621,-104.8759
Strike,1998,Southern New England Telecommunications Company,"Communications Workers of America, 113,400 days; Across several states","6,300",New York,NY,New York_NY,40.6943,-73.9249
Strike,1998,Northwest Airlines,"Air Line Pilots Association, 214,600 days; Across several states","33,700",New Haven,CT,New Haven_CT,41.3112,-72.9246
Strike,1998,Continental General Tire Company,"United Steelworkers, 348,600 days","1,400",Charlotte,NC,Charlotte_NC,35.208,-80.8304
Strike,1998,Kaiser Aluminum Corp.,"United Steelworkers, 1,479,000 days","3,000",Spokane,WA,Spokane_WA,47.6671,-117.433
Strike,1998,Kaiser Aluminum Corp.,"United Steelworkers, 1,479,000 days","3,000",Heath,OH,Heath_OH,40.0241,-82.4412
Strike,1998,Kaiser Aluminum Corp.,"United Steelworkers, 1,479,000 days","3,000",Baton Rouge,LA,Baton Rouge_LA,30.4418,-91.131
Strike,1998,Libbey Inc.,"Glass, Molders, Pottery and Plastic workers, 7,700 days","1,100",Toledo,OH,Toledo_OH,41.6639,-83.5822
Strike,1998,Rheem Manufacturing Company,"United Steelworkers, 6,000 days","1,200",Fort Smith,AR,Fort Smith_AR,35.3493,-94.3695
Strike,1998,Fedders Air Conditioning,"International Brotherhood of Boilermakers, 15,000 days","1,000",Effingham,IL,Effingham_IL,39.1207,-88.5508
Strike,1998,Anheuser-Busch Inc.,"International Brotherhood of Teamsters, 3,400 days","1,700",St. Louis,MO,St. Louis_MO,38.6358,-90.2451
Strike,1998,American Broadcasting System,"Communications Workers of America, 112,200 days","2,200",New York,NY,New York_NY,40.6943,-73.9249
Strike,1998,American Broadcasting System,"Communications Workers of America, 112,200 days","2,200",Burbank,CA,Burbank_CA,34.1879,-118.3235
Strike,1998,American Broadcasting System,"Communications Workers of America, 112,200 days","2,200",Washington,DC,Washington_DC,38.9047,-77.0163
Strike,1998,American Broadcasting System,"Communications Workers of America, 112,200 days","2,200",Chicago,IL,Chicago_IL,41.8373,-87.6862
Strike,1998,Albert Einstein College of Medicine,"National Health and Human Service Employees Union, 3,300 days","1,100",Bronx,NY,Bronx_NY,40.8501,-73.8662
Strike,1998,Jersey City Public Schools,"Jersey City Education Association, 11,400 days","3,800",Jersey City,NJ,Jersey City_NJ,40.7161,-74.0682
Strike,1998,University of California,"Communications Workers of America, 4,800 days","1,200",Sacramento,CA,Sacramento_CA,38.5667,-121.4683
Strike,1998,ANR Advance Transportation Company,"International Brotherhood of Boilermakers, 12,600 days","1,400",Columbus,OH,Columbus_OH,39.9862,-82.985
Strike,1998,ANR Advance Transportation Company,"International Brotherhood of Boilermakers, 12,600 days","1,400",Milwaukee,WI,Milwaukee_WI,43.0642,-87.9673
Strike,1998,ANR Advance Transportation Company,"International Brotherhood of Boilermakers, 12,600 days","1,400",Chicago,IL,Chicago_IL,41.8373,-87.6862
Strike,1998,ANR Advance Transportation Company,"International Brotherhood of Boilermakers, 12,600 days","1,400",New York,NY,New York_NY,40.6943,-73.9249
Strike,1998,ANR Advance Transportation Company,"International Brotherhood of Boilermakers, 12,600 days","1,400",Grand Rapids,MI,Grand Rapids_MI,42.962,-85.6562
